"Texto_Completo","Polaridad"
"Métodos:  metodos estan incorrectamente",-1
"Asociaciones:  clase login estaria demas   diagrama",-1
"Clases:  sustantivos   nombres   clases   observa bastante bien   metodos estan mal     haciendo   hace  caso  uso",0
"Atributos:  atributos estan bien  cuanto  funcionalidad   observan  mas escritos    dos palabras     agregado _  complementarlas",0
"Métodos:  mayoria   metodos estan bien    clase cliente  existe  metodo consultar_cliente",0
"Asociaciones:  mayoria   cardinalidades estan bien disenadas   presentan errores",0
"Clases:  mayoria  clases  encuentran bien  cliente login deberia ser   mismo cliente  registro",0
"Atributos:  atributos  tipos  datos incorrectos   usuario   tipo int  tipo varchar  string",-1
"Métodos:  encuentran metodos  forma  verbos  forma correcta",1
"Asociaciones:  asociaciones estan unidas   manera correcta  coherente",1
"Clases:  nombres   clases estan descritos  forma correcta existen clases   pertenecen   funcionalidad  caso  uso   indica  estructura adecuada   clases  informacion   clases    bien detallada   metodos  atributos  estan bien definidos",0
"Atributos:  atributos estan definidos  forma correcta   cierto    identifican   caracteristica   clase existen     bien definido  tipo  dato",0
"Métodos:  metodos   clases si cumplen   diseno  modelo  existen    estan bien definidos    realiza  clase existen metodos   tendran  funcion  ejecutar  trabajo",0
"Asociaciones:  cardinalidades  describen  forma correcta existe  problema  seguir  secuencia  navegacion   clases    forma correcta",0
"Clases:  nombres   clases estan correctos cuenta   atributos  funciones necesarias solo  recomendaria  si   clase va  separar  guion bajo  haga  todas  seguir  jerarquia",1
"Atributos:  atributos   clases  tipos  datos   concuerdan   atributo  atributos  deberian ser string estan  int",-1
"Métodos:  recomienda    metodos empiecen  minuscula  separar entra palabras  guion bajo  seguida   siguiente palabra  mayuscula  usar ambas  seguir  orden  metodo loguin  encuentra mal escrito tambien  recomienda   metodos indiquen  tipo  dato devuelven si  devuelven  debera ser void",0
"Asociaciones:  relaciones  clases estan bien   visto   criterio   bien",1
"Clases:  nombres   clases  adecuados  pueden ver todas  clases  requiere  diseno cada clase   estructura adecuada toda  informacion   visualiza  detallada  coherente",1
"Atributos:  atributos   muestran estan detallados correctamente   atributos cuentan   tipo  visualizacion adecuada ademas  pueden observar   atributos necesarios",1
"Métodos:  nombres   metodos  adecuados expresan claramente  accion u operacion   clase",1
"Asociaciones:  asociaciones   representan   clases  funcionales   acuerdo  caso  estudio todas  cardinalidades  denotan correctamente",1
"Clases:  clases estan claras  pueden visualizar correctamente   cumple       caso  uso",0
"Atributos:  atributos estan correctos   puede visualizar     dos palabras ejemplo id contrato",0
"Métodos:  metodos  retornan valor mediante  void  metodos  faltarian segun  caso  uso ejemplo consultar_cliente",-1
"Asociaciones:  cardinalidades    mal definido  lineas  asociacion",-1
"Clases: evaluando  forma global  diagrama  clases  evidencia  buena estructura    detalle mas minucioso  detallara errores  evidencia  uso  atributos  metodos implementados   implementacion  nombre   clase  correcto",1
"Atributos:  atributos analizados  forma detallada presentan buena estructura  todas  clases estan implementadas  presentan  tipo  dato  utilizar   buena visibilidad  obstante  ciertas clases existen atributos    logica   alli  simplemente   relacion   clase     nombre adecuado",0
"Métodos:  metodos implementados  adecuados  representan   necesita  clase",1
"Asociaciones:   asociaciones  presentan casos   faltan asociaciones  clases   uso   tipos  asociaciones    considerar mejorar     realizando  solicitado   estan realizando  buena implementacion dentro  diagrama",-1
"Clases:  nombre   clases estan definidos contiene atributos  metodos  estan relacionadas  si  tipos  datos parece  correctos",1
"Atributos:  atributos parecen  bien definidos denotan pertenencia   clase   tipos  datos",1
"Métodos:  metodos estan bien definidos  tipo  datos parece  bien aunque  metodos   casi  acuerdo     requiere",0
"Asociaciones:  asociaciones parecen  correctas aun   representan    requerimientos",0
"Clases:  clases estan bien definida  cuentan   atributos  metodos necesarios",1
"Atributos:  atributos estan bien definidos   correctos  cada    clases",1
"Métodos:  metodos estan correctos estan bien definido  muestran  funcionalidad correcta",1
"Asociaciones:  cardinalidades estan bien especificadas",1
"Clases: deberia existir  clase padre llamada persona  derivar  herencia hacia cliente empleado  gerente",0
"Atributos: si existe   gran mayoria datos relevante  corresponden   atributos  cada clase  utilizando herencia   clases existiria menos datos redundantes",0
"Métodos:   clase reserva  nombres   metodos  van  relacion   caso  uso",-1
"Asociaciones:  asociacion automovil  furgoneta    correcta aparte   furgoneta  genera  error   poseer metodos",-1
"Clases:   presente diagrama  clases  pueden ver bien  detalle  clases    encuentran bien especificadas",1
"Atributos:  clase gerente  empleado   atributos incorrectos puesto   atributos deberian ir   respectivo tipo  datos    forma    detallo  dichas clases",-1
"Métodos:   punto  vista  funciones deberian ser tipo booleano   todas   solo deben retornar  solo valor llamando   parametros",-1
"Asociaciones:   diagrama  clases presente estan  mayoria mal relacionadas  ejemplo gerente hacia empleado deberia ir  relacion     obligatorio   gerente  varios empleados   empleados  gerente  relacion debe ser    ",-1
"Clases:  nombres   clases cumplen   sintaxis especificada faltan dos superclases usuario  vehiculo   clase gerente  ausente  codigo  cedula   clase empleado  igual manera  ausente  codigo faltan parametros   funciones  metodos  realizar  registros  consultas  informacion   totalmente detallada",0
"Atributos:  nombres   atributos cumplen  ser  sustantivo  adjetivo  concordancia   clase  cada atributo existe  tipo  dato   detecta  mayoria  atributos  cada clase",0
"Métodos:  nombres   metodos si expresan  accion   verbos  indica  tipo  dato  tipo  valor  retorno    visibilidad   presencia  argumentos  metodos indican  mayoria   funcionalidades solicitadas   requerimientos",0
"Asociaciones: muchas   cardinalidades   denotan  manera correcta    especificado roles  ninguna parte  diagrama  direccion  navegacion   asociaciones    mayoria correctas",-1
"Clases:  nombres   clases estan correctos  cumple   diseno   misma globalmente si  detectan todas  clases  forma correcta   clases  indica  estructura   atributos  metodos  forma correcta",1
"Atributos:  indica claramente  nombre   atributos  forma correcta   relacionar  tipo  dato   atributo    relacion  coherencia      relacionado  forma correcta",0
"Métodos:  nombres   metodos  adecuados  expresan claramente existe  error    cuenta   tipo  dato  entrada  retorno  momento  llamar   clase vecina   error existen metodos   representan funcionalidad alguna",0
"Asociaciones:  cardinalidades  expresan claramente   roles  especifican  forma adecuada  direccion  navegacion  expresa  forma correcta",1
"Clases:  nombres   clases estan correctamente escritos  mayuscula cumple    atributos necesarios  importante  cada clase",1
"Atributos:  atributos estan adecuadamente descritos estan identificado  tipos  datos   muestra si existe retorno",0
"Métodos: estan bastante adecuado    visibilidad adecuada    especifica si  privado  publico",0
"Asociaciones: respecto   asociaciones  clases   generalizaciones     caso  cliente gerente  empleado podria hacerse  generalizacion  existe herencia  ",-1
"Clases:  nombres   clases   sintaxis adecuada  indica  estructura adecuada atributos  metodos  pudo agregar  generalizacion   clases cliente gerente  empleado ademas   clases automovil  furgoneta",1
"Atributos:  nombres   atributos   clases encontradas  adecuados  sustantivos  adjetivos  expresan  propiedad   clase ademas  expresan  visibilidad adecuada   tipo  dato",1
"Métodos: existe  duplicacion   metodos registrar_contrato  generar_contrato encontrados   clase empleado  contrato  metodos describen mejor  operacion   clase contrato  metodos realizar_alta_vehiculo  realizar_baja_vehiculo describen mejor  clase abstracta vehiculo",0
"Asociaciones: deberia haber  asociacion  agregacion  contrato  furgoneta puesto    hacen contratos  partir  reservas unicamente",-1
"Clases:  nombres   clases   sintaxis adecuada  indica  estructura adecuada atributos  metodos observacion  fin   repetir ciertos atributos   relativos   clases  podria haber creado  clase abstracta  generalice  cliente gerente  empleado   clase abstracta  generalice automovil  furgoneta  general  observacion detalla  coherente",0
"Atributos:  nombres   atributos   clases encontradas  adecuados  sustantivos  adjetivos  expresan  propiedad   clase ademas  expresan  visibilidad adecuada   tipo  dato",1
"Métodos: existe  duplicacion   metodos registrar_contrato  generar_contrato encontrados   clase empleado  contrato  metodos describen mejor  operacion   clase contrato  metodos realizar_alta_vehiculo  realizar_baja_vehiculo describen mejor  clase abstracta vehiculo  indica  argumentos tipo  dato tipo  valor  retorno  visibilidad adecuada",0
"Asociaciones: parcialmente correcto podria haberse creado clases abstractas   generalizaciones  cliente gerente  empleado   automovil  furgoneta respectivamente  multiplicidad  correcta  roles  especifican adecuadamente observacion   asociaciones  reserva depende  exista  automovil     reemplaza   composicion  lugar  agregacion tambien deberia haber  asociacion  agregacion  contrato  furgoneta puesto    hacen contratos  partir  reservas unicamente",0
"Clases:  clases  correctas   nombres tambien  hacen falta clases respecto   informacion proporcionada   casos  uso",0
"Atributos:  atributos   clases  redundantes     innecesarios   tabla gerente  empleado hacen falta atributos importantes  cargo  rango",-1
"Métodos:  metodos   argumentos   retornan  void    ineficiente   clases existen metodos  registrar consultar  modificar  separados pidiendo hacerse   solo actualizar",-1
"Asociaciones:  clases    generalizacion       clases cliente gerente  empleado deberian tener  supertipo usuario    engloban  datos  repiten   tres  cardinalidades   puestas correctamente",-1
"Clases:  nombre   clases estan definidos contiene atributos  metodos  estan relacionadas  si aunque  tipos  datos    correctos",0
"Atributos:   atributo  tipos  datos    correctos    clase empleado existe  asociacion  gerente    correcta",-1
"Métodos:   metodos existen fallas   tipos  datos",-1
"Asociaciones:  asociaciones parecen  correctas aun   representan    requerimientos",0
"Clases:  diagrama cuenta    necesario nombre  clases atributos  metodos",1
"Atributos:  atributos   clases automovil  furgoneta deberian ser publicos",0
"Métodos:  clase furgoneta  deberia heredar  metodos   clase automovil     corresponderian   clase automovil  metodo ingresar datos     claro  podria ser  mismo   metodo actualizar",-1
"Asociaciones:  clases  encuentran asociadas correctamente   cardinalidad adecuada",1
"Clases: parcialmente correcto deberia existir  clase padre llamada persona  derivar  herencia hacia cliente empleado  gerente",0
"Atributos: si existe   gran mayoria datos relevante  corresponden   atributos  cada clase  utilizando herencia   clases existiria menos datos redundantes",0
"Métodos:   clase reserva  nombres   metodos  van  relacion   caso  uso",-1
"Asociaciones:  asociacion automovil  furgoneta    correcta aparte   furgoneta  genera  error   poseer metodos",-1
"Clases:  sustantivos   nombres   clases   observa bastante bien   metodos estan mal     haciendo   hace  caso  uso",0
"Atributos:  atributos estan bien  cuanto  funcionalidad   estan bien descrito  tipo  datos",0
"Métodos:  mayoria   metodos estan bien  varios   debieron ser  tipo void",0
"Asociaciones:  mayoria   cardinalidades estan bien disenadas   presentan errores",0
"Clases:   estructura correcta     atribuos  metodos  manera correcta",1
"Atributos:  atributos  tipos  datos correctos  excepcion  id deberia ser  int    string  correo   double  varchar",0
"Métodos:  metodos  encuentran bien detallados   funcion  devuelve  string   funcion void",0
"Asociaciones: asociaciones correctas solo falto  asociacion geerenteempleado",0
"Clases:  nombres   clases si  adecuados presentan correctamente  sustantivos  empieza  mayusculas globalmente si  detectan todas  clases correctamente",1
"Atributos:  nombres   atributos  adecuados contienen  tipos  datos  visualidad adecuada",1
"Métodos:  nombres   metodos  medianamente adecuados  verbos  presentan correctamente",1
"Asociaciones:  direccion  navegacion estan especificadas  forma correcta  roles presentados cumplen   especificado   existe herencia alguna",0
"Clases:  nombres   clases  adecuados faltan  clases  complementar  funcionalidad posee  estructura bastante adecuada  atributos  metodos  importantes  herencia utilizada    adecuada  informacion  detallada  coherente",0
"Atributos:  atributos utilizados  adecuados expresan  forma correcta  propiedades   clases si indican  tipos  datos  denotan visibilidad",1
"Métodos:  nombres   metodos  adecuados expresan  accion  realizar   clase  metodos indican funcionalidad  especifican medianamente  tipo  dato  retorno",1
"Asociaciones:  cardinalidades  incorrectas  roles   especifican bien   direccion  navegacion   confusa",-1
"Clases:  nombres   clases   correctos  detectan  existen mas clases     indican   diagrama  caso  uso  estructura    adecuada    atributos  estan bien definidos  existe redundancia    metodos estan incorrectos   unas clases  necesariamente  utiliza   funcionalidad",-1
"Atributos:  nombre   atributos si estan bien especificados expresan claramente  propiedad   clase   parte  atributos   tipos  datos  estan bien relacionado    clases diferentes usa  mismo atributo  tipos  datos diferentes  existe  relacion clara  especifica   tipo  dato   atributo   especifica",0
"Métodos:  representa claramente  nombres   metodos si estan bien especificados existe  error    representan  funcionalidad adecuada   atributos   vez  expresan  valor  entrada  retorno   clases llamadas",0
"Asociaciones:  cardinalidades si estan bien expresadas  existe  error   navegacion   asociaciones",0
"Clases: todas  clases empiezan  mayusculas   debe",1
"Atributos:  atributos  gerente empleado cliente empiezan  mayuscula  convencion   clases indica   debe empezar solo  clases  mayuscula tambien   clase reserva   atributos  empiezan  mayuscula tambien  gerente    atributo llamado correo    tipo doble  vez  string",0
"Métodos:  metodos   clase automovil podrian escribirse   manera mas entendible   metodo  ingresar datos  actualizar",-1
"Asociaciones:  cardinalidades   relaciones  clases   correctas",1
"Clases:  clases estan claras  pueden visualizar correctamente",1
"Atributos:  pueden visualizar correctamente  atributos  estan correctos",1
"Métodos:  metodos  retornan valor mediante  void   string   metodos   encuentra   clase  deberian ",-1
"Asociaciones:  asociaciones   encuentran correctas",-1
"Clases:  nombres   clases  adecuados  sustantivos  inician  mayusculas   clases  mal escrita aparentemente  detectan todas  clases correctamente   mayoria  clases   estructura adecuada  informacion  medianamente detallada  coherente",0
"Atributos:  nombres   atributos  adecuados  atributos indican  tipos  datos  visibles",1
"Métodos:  nombres   metodos  adecuados  metodos indican solo  tipo  dato  metodos aplicados indican funcionalidad   clases basados   requerimientos",1
"Asociaciones:  cardinalidades  denotan medianamente correctas   especifican  roles",0
"Clases:  nombre   clases estan correctamente escritos  embargo presentan clases  mas usando objetos  existentes   casos  uso",0
"Atributos:  atributos estan bien especificadas",1
"Métodos:  metodos estan bien especificadas",1
"Asociaciones: cardinalidades  denotan  forma correcta  direccion  navegacion  todas  asociaciones  especifica  forma correcta",1
"Clases:    nombre   sustantivo   caso  login  si   mayusculas  estructura si  adecuada   informacion  detallada  coherente",0
"Atributos:  nombres   atributos si  sustantivos  expresa  propiedad   clase  tipo  dato  correctos",1
"Métodos:   nombres   metodos    correcto   dato      verbo  tipo  dato  confuso         dicen booleano     influye   funcionalidad",-1
"Asociaciones:  cardinalidades estan bien aplicadas  roles estan entendibles  considero correcta  direccion  navegacion",1
"Clases:   clase  observa  buena aplicacion   metodos  respecto   subclases  atributos estan bien definidos  respecto  sistema  nombre clase estan adecuado",1
"Atributos:  nombre   atributos expresan claramente  propiedad  cada clase  indica  tipo  dato pertenece",1
"Métodos:  metodos  verbos  representa claramente  propiedad  cada clase",1
"Asociaciones:  asociaciones  observa  buena aplicada   clases  diagrama",1
"Clases:  nombres   clases  sustantivos  logra detectar globalmente todas  clases",1
"Atributos:  atributos estan bien especificados cada atributo cuenta   visibilidad   tipo  dato",1
"Métodos:  metodos si  argumentos    tipo  valor  retorno si cuentan   tipo  dato",0
"Asociaciones:  direccion  navegacion   herencia   clases usuario cliente empleados   adecuada  cardinalidades estan bien descritas",1
"Clases:  clases muestran  estructura correcta existen clases   muestran  informacion correcta   objeto  quiere manipular  clases   deberian existir  nombres   clases  deberian mejorar",0
"Atributos: existen atributos    entienden  forma adecuada   representan correctamente  propiedad   clase  tipo  dato asignado   atributos  encuentran  forma correcta",0
"Métodos: existen metodos    claros   funcionalidad  van  ejercer  ejecutar   metodos  retornan valores inapropiados  datos booleanos  metodos  deben retornar datos",-1
"Asociaciones: muchas asociaciones  encuentran realizadas  forma incorrecta  existe  uso correcto   obligatoriedad    cardinalidad  manera  entorpece  distorsiona  entendimiento  diagrama  clases",-1
"Clases:  nombres   clases   adecuados compuestos  sustantivos   empiezan  mayusculas  clases   estructura correcta cada  poseen  metodos  atributos",1
"Atributos:  nombres   atributos  encuentran  manera correcta conformadas  sustantivos   atributos expresan propiedades   clases  atributos poseen  tipo  dato",1
"Métodos:  metodos poseen  tipo  dato mostrando asi  funcionalidades   requieren plasmar  metodos  indican todas funcionalidad correcta   requerimientos  nombres   metodos estan formados  verbos",0
"Asociaciones:  cardinalidades  todas  asociaciones  estan correctas  roles  encuentran correctos mostrando asi  funcionalidades estan correctas  direcciones  navegacion   asociaciones",0
"Clases:  nombres  cada clases  correctos  empezar   nombres  mayuscula cada clase contiene  atributos correspondiente   metodos",1
"Atributos: todas  clases   atributos correctamente",1
"Métodos:   clases  metodos   verbos  funcionalidad  correcta",0
"Asociaciones: todas  cardinalidades estan  manera correcta  direccion   asolaciones  utilizo  manera adecuada",1
"Clases: existen clases innecesarias   estan definidas correctamente   puede entender  estructura   mismas",-1
"Atributos: existen atributos faltantes  estan  mas  atributos existentes  reflejan  funcionamiento   clase",-1
"Métodos:   encuentra coherencia   metodos  hacen falta metodos  relacionen  clases",-1
"Asociaciones: aunque  puede apreciar  cardinalidades   mal disenado  diagrama  clases  carece  sentido  encuentran inconsistencias   comunicacion   clases     hace dificil  entendimiento  mismo",-1
"Clases:  nombres escogidos  adaptan  menos  clase alquiler  deberia representar  contratos cosa  hace   casos  uso mas  aqui   diagrama  clases  diagrama  clases posee  estructura adecuada   atributos  metodos  diagrama  clases  llega  representar  manera correcta  clases usuario cliente empleado  gerente  clases usuario cliente empleado  gerente   metodo datos    puede representar   error  diagrama  clases arrastra  error  herencia encontrado   diagrama  casos  uso falta  clase  gestionar  furgonetas  clase gestionar  pudo evitar  clase gestionar tambien   pudo llamar  manera diferente  representar mejor  idea  queria expresarse",-1
"Atributos: generalmente  atributos estan bien definidos  representan bien  propiedades   clase faltan    atributo  ciertas clases",1
"Métodos:    nombres   metodos contienen verbos  representan  manera suficiente  funcionalidad  metodo  metodos   tipos  datos   parametros  metodos   tipo  datos   valores  retorno   mayoria  metodos  deberian retornar  void retornan  bolean  mayor error  retornar  tipo  dato login   metodo registrar   clase login",-1
"Asociaciones:  cardinalidades estan incorrectas   numerosos errores logicos   pueden encontrar   clases existen clases  clases   innecesarias  cuales crean asociaciones innecesarias   obligatoriedad  parece haber errores notables",-1
"Clases:  nombres   clases estan correctos  sustantivos   empiezan  mayusculas  clase   estructura adecuada cada  posee  atributos  metodos   informacion representada  encuentra  manera coherente",1
"Atributos:  nombres   atributos estan correctos pues estan compuestos  sustantivos  nombres   atributos si expresan propiedades   clases  atributos   tipo  dato      valores  retorno necesarios",0
"Métodos:  nombres   metodos estan correctos pues estan formados  verbos   metodos poseen  tipo  dato  metodos  indican todas  funcionalidad requeridas",1
"Asociaciones: todas  clases poseen  direcciones  navegacion  todas  asociaciones  todas  cardinalidades estan correctas  roles mostrados   necesarios par  correcto funcionamiento  sistema",0
"Clases: existen nombres  clase  estan escrita mal   encuentran   clases segun  metodo  estudio existen confusion  momento  observar  metodos  cada    clases",-1
"Atributos: existen atributos faltantes  respecto  cada clase  existe coherencia  momento  realizar  metodos  cada   metodos   clase login   sentido  respecto   clase",-1
"Métodos:  metodos  cada clase estan mal formulado debido   existen mucha confusion  momento  realizar  clase   entendible   desea realizar  metodos",-1
"Asociaciones:  cardinalidad  cada clase   especificada  contiene ninguna asociacion  agregacion",-1
"Clases: realizando  valoracion global  diagrama  clases presenta  nombres   clases  forma adecuada tambien  uso  atributos  metodos  cada clase   cierta clase  estructura  deficiente    presenta atributos adecuados  simplemente  existe ningun atributo",0
"Atributos:  forma general  atributos estan formulados  forma correcta    revision detallada  cada clase  evidencia   cierta clase  existen atributos   atributos  concuerdan   clase   punto  favor  atributos si presentan  tipo  dato   buena visibilidad",0
"Métodos:  metodos implementados  cierta deficiencia    presentan  verbo infinitivo  presentan  tipo  dato   tipo  retorno  devuelve",-1
"Asociaciones:  asociaciones implementadas estan bien especificas  definida   necesitaria evaluar ciertas asociaciones  evaluar si   asociacion correcta   clases existe aislamiento  clases   cierta relacion",0
"Clases:  sustantivos   nombres   clases   observa bastante bien   faltan atributos  metodos   necesarios   funcionamiento",0
"Atributos:  atributos  expresan  propiedad   clase    detectan   atributos correctamente",-1
"Métodos:  mayoria   metodos  estan bien    clase persona  existe  metodo consultar_persona",-1
"Asociaciones:   cardinalidades    observa casi   funcionamiento   diagrama",-1
"Clases:  mayoria  clases  encuentran bien solo faltaria  clase furgoneta",1
"Atributos:  atributos  tipos  datos correctos menos  genero   pone tipo int  vez  varchar  string",1
"Métodos:  encuentran metodos  forma  verbos  forma correcta   deberia     clase automovil deberia existir clase furgoneta",0
"Asociaciones:   encuentran ninguna   diferentes asociaciones  podrian aparecer     ",-1
"Clases:   presente diagrama  clases  pueden ver bien  detalle  nombres   clases estan bien estructurado  hacen falta  parametros importantes   ejemplo   clase  gerente   atributos   puede generar  numero  inconvenientes   hora  realizar algun tipo  manejo   sistema     especifica  puede acceder  sistema  tal",0
"Atributos:  nombres   atributos estan bien redactados   embargo  quedado  clase     presentan atributos  haria tal actor puesto     cargo diferente   logico  deba presentar atributos diferentes   demas",0
"Métodos:  metodos    utilizados   diagrama  clases estan detallados   especificacion   mismo debe hacer cada   cada clase   estan bien formulados   metodos",0
"Asociaciones:   diagrama  clases presente estan   mayoria bien relacionadas  cardinalidades   respecto   asociaciones  ciertas asociaciones   cuales  deben analizar bien  detalle    unas     bien utilizadas",0
"Clases:  nombres   clases  adecuados  cada objeto poseen  estructura correcta  informacion  muestran   tan clara   logra entender  problemas hacen falta  clases  manejar mejor  objetos",0
"Atributos:  atributos  adecuados    pocos  atributos   propiedades  deberian manejarse  cada    clases  atributos  definido  tipo  dato     manejaran  entienden correctamente  atributos",0
"Métodos:  nombre   metodos  adecuados muestran claramente  funcion  van  realizar    manejaron bien  clases existen metodos  hacen falta   estan   clase   deberian   metodos  especifican  argumentos  necesitan   tipo  dato  devuelven",0
"Asociaciones:  existe cardinalidad alguna     dificil entender  flujo  informacion existen asociaciones   generalista   provoca    entiendan  asociaciones",-1
"Clases:  nombre   clases  correctos    empiezan  mayuscula",1
"Atributos:  clase gerente   atributos",-1
"Métodos:  metodos van acorde   respectiva clase",1
"Asociaciones:   uniendo lineas    indica  cardinalidad lleva si  obligatorio  si          n   n  ",-1
"Clases:  nombres   clases  adecuados faltan  clases furgoneta  reserva   tomar  cuenta   objetos  estan definidos   encuentran   diagrama  casos  uso  cada clase  indica  estructura adecuada atributos  metodos importantes",0
"Atributos:  nombres   atributos  adecuados  indican correctamente  tipos  dato    detectado   atributos correctamente",1
"Métodos:   clase gerente  metodos   pertenecen  dicha clase   tipos  dato  devuelve cada metodo  correcto    funcionalidad correcta   requerimientos descritos faltan  metodos relacionados   furgoneta",0
"Asociaciones: existe generalizacion   clases empleado cliente  gerente hacia  clase persona    aplicada correctamente    composicion  agregacion  cuales  necesarias   clases",0
"Clases:  nombres   clases  adecuados  sustantivos  empieza  mayusculas  puede detectan todas  clases correctamente  indica  estructura adecuada contienen atributos  metodos importantes   informacion reportada  detallada  coherente",1
"Atributos:  nombres   atributos  adecuados  expresan claramente   indica  tipo  dato    retrospectiva  aprecian   atributos",1
"Métodos:  nombres   metodos  adecuados  expresan claramente  indica  argumentos tipo  dato tipo  valor  retorno  visibilidad adecuada    aprecian  funcionalidades correctamente  retrospectiva  puede mejorar",0
"Asociaciones:   aprecian  cardinalidades aunque  bien disenado carece   carnalidades   clases dicho   aprecian  mensajes   direccion  navegacion  correcta",0
"Clases:  nombres   clases   sintaxis adecuada   detectan todas  clases correctamente vehiculo podria ser  generalizacion  automovil    vez  furgoneta    encuentra   diagrama",0
"Atributos:  nombres   atributos   clases encontradas  adecuados  sustantivos  adjetivos  expresan  propiedad   clase  indica  tipo  dato   visibilidad adecuada",1
"Métodos:  nombres   metodos  adecuados  verbos  indica  argumentos tipo  dato tipo  valor  retorno  visibilidad adecuada observacion  metodos descritos   clase gerente  realizan gestion  automoviles deberian ser metodos   clase automovil   clase empleado  contrato  encuentra  duplicacion  metodo registrar_contrato  deberia ser  metodo   clase contrato",0
"Asociaciones:  existe multiplicidad  asociaciones unicamente generalizacion",-1
"Clases:  nombres   clases  adecuados  diagrama  clases posee  estructura adecuada   atributos  metodos bien definidos  diagrama  clases  llega  representar  manera correcta todas  funcionalidades",0
"Atributos:  clases   atributos bien definidos  representan bien  propiedades   clase  clases  contienen  suficientes atributos  clase gerente  posee atributos  indica  tipo  dato   visibilidad   atributos  manera adecuada",0
"Métodos:   nombres   metodos contienen verbos  nombres   metodos representan  manera correcta  funcionalidad  metodo  metodos    tipos  datos   parametros  metodos    tipo  datos   valores  retorno  metodos representan correctamente  requerimientos",0
"Asociaciones:  cardinalidades  omitidas  obligatoriedad  omitida  direccion  navegacion  apenas suficiente",-1
"Clases:  clases estan claras  pueden visualizar correctamente  encuentran bien planteada",1
"Atributos:  atributos  estan correctos  falta identificar  atributos",-1
"Métodos:  metodos  retornan valor mediante  void     encuentra   clase  deberia ",-1
"Asociaciones:   identifican    cardinalidades    mal definido  lineas  asociacion   sentido",-1
"Clases:  nombres   clases  correcto  existen todas  clases segun corresponde  caso  uso   clase gerente  existen atributos    error grave  realizar  clase  informacion  cada clase  erronea  confusa",-1
"Atributos: existen diferentes errores  momento  interpretarlo  estructura   clase  respecto   atributos   comprender  absoluto     tratando  realizar",-1
"Métodos:  expresa correctamente  nombre cada metodo  cada    clases   indica  si  algun argumento  si retorna algun tipo  variable  faltan  metodos  respecto   funcionalidad  cada clase",0
"Asociaciones:  encuentra   confuso    coherencia   cardinalidades  roles  existe logica   relaciones  cada clase",-1
"Clases:  forma global  valoracion   clases  encuentran definidas  forma incorrecta   nombres   clases  empiezan   letra minuscula  ciertos clases  presentan  estructura completa    presentan atributos  ciertas clases",-1
"Atributos:   diagrama  clases solo  clase presenta atributos   si  encuentran relacionados   clase    demas clases   encuentran atributo   lleva   mala estructura  diseno  diagrama  clases",0
"Métodos:  diferencia   atributos  metodos si  encuentra  cada    clases    caso solo presentan  nombre  metodo  presentan  tipo dato   tipo  valor  retorno   parte  visibilidad    estan adecuadas",-1
"Asociaciones:  asociaciones implementadas   diagrama  clases   clases   definicion adecuada    uso   herencia presente  incorporada  forma adecuada  asociaciones  deberia estudiar   mas especificar mejor  uso",0
"Clases:   clase   relacion   descrito   especificacion  caso  uso  sustantivo  empieza  mayuscula",-1
"Atributos: contiene  atributos entonces   descrito   especificacion  caso  uso",-1
"Métodos:  metodos  verbos  representa claramente  propiedad  cada clase  especifica  funcionamiento",0
"Asociaciones:  asociaciones  estan bien aplicada   clases  diagrama",-1
"Clases:  nombres   clases  sustantivos  existe  clase   vehiculo   debe reservar  clase reserva   atributos  clase contrato   atributo",-1
"Atributos:  atributos  estan bien especificados   clase cliente deberia tener atributos  pertenezcan   objeto sim embargo  existen  mismo sucede   clase administrador  trabajador",-1
"Métodos:  metodos  argumento    tipo  datos    tipo  valor  retorno si cuentan   tipo  visibilidad",-1
"Asociaciones:  direccion  navegacion   herencia   clases usuario cliente trabajador  administrador    adecuada   cliente   reserva existe  composicion    indica  si  cliente    reserva  existen ninguna   dos clases   clase trabajador  contrato tambien existe  composicion indicando  existe  error   clases   si  trabajador    contrato  existen ninguna   clases",-1
"Clases:   presente diagrama  clases  pueden ver bien  detalle  clases   atributos  existen dentro   clases",0
"Atributos:   presentan  respectivos atributos  tipos  datos estan faltantes   clases",-1
"Métodos:  metodos utilizados  especifican  variable  retorno   tipo  funcion   tampoco  tipo  dato",-1
"Asociaciones:   diagrama  clases presente  puede observar   relacion  bien detallada acorde  modelo  caso  uso especificado anteriormente   implementado  uso   generalizacion  asi reutilizar partes   clase padre",0
"Clases:  todas  clases presentan atributos solo metodos  nombres   clases  empiezan  mayuscula faltan clases importantes",-1
"Atributos:  todas  clases presentan atributos",-1
"Métodos:  metodos  indican  tipo  dato  retorno",-1
"Asociaciones:  cardinalidades  corresponden",-1
"Clases:  nombres   clases   adecuados  nombres  cada     clases  empiezan  mayuscula   mayoria   clases  contiene atributos",-1
"Atributos:  unica clase  contiene atributos   clase usuario     estan completos  tipo  dato  usuario   clase usuario    adecuada",-1
"Métodos:  nombres   metodos  faltas ortograficas   clases  contienen  metodos necesarios   requieren",-1
"Asociaciones:  cardinalidades  usados correctamente    roles  especifican adecuadamente",0
"Clases:  nombres   clases  adecuados  sustantivos  empieza  mayusculas",1
"Atributos: solamente existe  clase  contiene incompletamente atributos  expresan  propiedad   clase   detectan   atributos",-1
